Rank,Stock,Ticker,Type,Quantity,Market Value,% Portfolio,Previous % Portfolio,Change,% Change,Change Type,% Ownership,Sector,Source Type,Source Date,Avg Price
3319,WW INTL INC,WW,PUT,259900.0,8130000.0,0.00199119,0.0007,155300.0,148.470363,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3320,BALLARD POWER SYSTEMS  INC.,BLDP,PUT,333600.0,8120000.0,0.00198875,0.0013,111800.0,50.405771,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
3321,ZIMMER BIOMET HOLDINGS INC,ZBH,PUT,50700.0,8116000.0,0.00198777,0.0018,5500.0,12.168142,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3322,ARAMARK,ARMK,CALL,214800.0,8115000.0,0.00198752,0.0015,67100.0,45.429926,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3323,CITIC CAPITAL ACQUISITION CORP. CLASS A,CCAC,N/A,810807.0,8108000.0,0.00198581,0.0003,690500.0,573.948316,ADDITION,2.9377065,FINANCE,13F,03/31/2021,10.0712
3324,TERRENO REALTY CORP,TRNO,N/A,140327.0,8106000.0,0.00198532,0.0007,95238.0,211.222249,ADDITION,0.2037621,REAL ESTATE,13F,03/31/2021,56.8253
3325,PURE STORAGE INC,PSTG,CALL,376200.0,8103000.0,0.00198458,0.0014,137000.0,57.274247,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3326,AECOM,ACM,CALL,126300.0,8097000.0,0.00198311,0.0004,92400.0,272.566372,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
3327,MARKEL CORP. (HOLDING CO.),MKL,CALL,7100.0,8091000.0,0.00198164,0.0035,-6000.0,-45.801527,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
3328,SENSATA TECHNOLOGIES HOLDING N.V.,ST,N/A,139621.0,8091000.0,0.00198164,0.0026,-46962.0,-25.169496,REDUCTION,0.0885664,INFORMATION TECHNOLOGY,13F,03/31/2021,30.35
3329,CC NEUBERGER PRINCIPAL HOLDINGS II,PRPB,N/A,818756.0,8073000.0,0.00197723,N/A,818756.0,N/A,NEW,0.7546138,FINANCE,13F,03/31/2021,9.86
3330,GUESS INC NOTE 2.000% 4/1,DEBT-GUES,PRN,7000000.0,8066000.0,0.00197552,N/A,7000000.0,N/A,NEW,N/A, ,13F,03/31/2021,N/A
3331,PROSHARES ULTRA BLOOMBERG CRUDE OIL,UCO,PUT,152572.0,8063000.0,0.00197478,0.0011,39620.0,35.076847,ADDITION,N/A, ,13F,03/31/2021,N/A
3332,PROTO LABS INC,PRLB,PUT,66200.0,8060000.0,0.00197405,0.0017,24700.0,59.518072,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3333,ELECTRONIC ARTS  INC.,EA,N/A,59530.0,8059000.0,0.00197381,0.0019,9394.0,18.737035,ADDITION,0.0206970,INFORMATION TECHNOLOGY,13F,03/31/2021,116.4964
3334,ISHARES U.S. MEDICAL DEVICES ETF,IHI,N/A,24385.0,8056000.0,0.00197307,N/A,24385.0,N/A,NEW,NO DATA,HEALTH CARE,13F,03/31/2021,330.36
3335,REINVENT TECHNOLOGY PARTNERS Y,RTPYU,N/A,802398.0,8056000.0,0.00197307,N/A,802398.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,10.04
3336,DOMO INC,DOMO,CALL,143100.0,8055000.0,0.00197283,0.0027,-19900.0,-12.208589,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3337,AMCOR LTD,AMCR,N/A,689189.0,8050000.0,0.0019716,0.0005,538646.0,357.80209,ADDITION,0.0441228,MATERIALS,13F,03/31/2021,11.5118
3338,ISHARES RUSSELL 1000 ETF,IWB,N/A,35953.0,8047000.0,0.00197087,N/A,35953.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,223.83
3339,UNISYS CORP. (BURROUGHS ADDING MACHINE),UIS,N/A,316500.0,8046000.0,0.00197062,0.0018,-27525.0,-8.000872,REDUCTION,0.4725445,INFORMATION TECHNOLOGY,13F,03/31/2021,17.1
3340,UNISYS CORP. (BURROUGHS ADDING MACHINE),UIS,PUT,316500.0,8045000.0,0.00197038,0.0008,158700.0,100.570342,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3341,HOST HOTELS& RESORTS INC,HST,CALL,477400.0,8044000.0,0.00197013,0.0011,199500.0,71.788413,ADDITION,N/A,REAL ESTATE,13F,03/31/2021,N/A
3342,MEI PHARMA INC,MEIP,N/A,2342248.0,8034000.0,0.00196768,0.0016,-21894.0,-0.926087,REDUCTION,2.0814828,HEALTH CARE,13F,03/31/2021,3.17
3343,STRYKER CORP.,SYK,N/A,32979.0,8033000.0,0.00196744,0.0002,30049.0,1025.56314,ADDITION,0.0087634,HEALTH CARE,13F,03/31/2021,238.5852
3344,TRAVELERS COMPANIES  INC. (THE) (ST. PAUL FIRE AND MARINE INSURANCE),TRV,PUT,53400.0,8031000.0,0.00196695,0.0026,-18700.0,-25.9362,REDUCTION,N/A,FINANCE,13F,03/31/2021,N/A
3345,AMBARELLA INC,AMBA,CALL,80000.0,8031000.0,0.00196695,0.0038,-80500.0,-50.155763,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3346,NIGHTDRAGON ACQUISITION CORP,NDACU,N/A,786602.0,8023000.0,0.00196499,N/A,786602.0,N/A,NEW,NO DATA, ,13F,03/31/2021,10.2
3347,OUSTER INC,OUST,N/A,943741.0,8022000.0,0.00196474,0.0008,729327.0,340.148964,ADDITION,4.7187050,FINANCE,13F,03/31/2021,9.636
3348,PERKINELMER INC.,PKI,PUT,62500.0,8018000.0,0.00196376,0.0004,51000.0,443.478261,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3349,FIREEYE INC,FEYE,CALL,409500.0,8014000.0,0.00196278,0.0081,-933700.0,-69.513103,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3350,DIREXION FINANCIAL BULL 3X SHARES,FAS,N/A,88171.0,8012000.0,0.00196229,0.0045,-195285.0,-68.89429,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,59.97
3351,ISHARES S&P 500 VALUE ETF,IVE,N/A,56698.0,8008000.0,0.00196131,0.0013,18822.0,49.693737,ADDITION,NO DATA,FINANCE,13F,03/31/2021,122.2212
3352,KERNEL GROUP HOLDINGS INC,KRNLU,N/A,802118.0,8005000.0,0.00196058,N/A,802118.0,N/A,NEW,3.2084720, ,13F,03/31/2021,9.98
3353,GOLDEN FALCON ACQUISITION CORP.,GFX,N/A,826447.0,7992000.0,0.0019574,N/A,826447.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,9.67
3354,CENTURY COMMUNITIES INC,CCS,N/A,132465.0,7990000.0,0.00195691,0.0008,59865.0,82.458678,ADDITION,0.3929746,CONSUMER DISCRETIONARY,13F,03/31/2021,49.6381
3355,NUANCE COMMUNICATIONS  INC.,NUAN,PUT,183000.0,7986000.0,0.00195593,0.0025,-31100.0,-14.525922,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3356,MOMENTIVE GLOBAL INC,MNTV,N/A,435866.0,7985000.0,0.00195568,0.0024,71855.0,19.739788,ADDITION,0.3021652,INFORMATION TECHNOLOGY,13F,03/31/2021,22.9634
3357,MANULIFE FINANCIAL CORP,MFC,CALL,370800.0,7972000.0,0.0019525,0.0001,343400.0,1253.284672,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
3358,MCAP ACQUISITION CORP,MACQU,N/A,800859.0,7969000.0,0.00195176,N/A,800859.0,N/A,NEW,NO DATA, ,13F,03/31/2021,9.95
3359,SOCIAL CAPITAL HEDOSOPHIA HOLDINGS CORP. VI,IPOF,PUT,743600.0,7964000.0,0.00195054,0.0003,657600.0,764.651163,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
3360,AURORA ACQUISITION CORP,AURCU,N/A,769350.0,7963000.0,0.00195029,N/A,769350.0,N/A,NEW,NO DATA, ,13F,03/31/2021,10.35
3361,CELSIUS HOLDINGS  INC.,CELH,CALL,165600.0,7957000.0,0.00194882,0.0004,137800.0,495.683453,ADDITION,N/A,ENERGY,13F,03/31/2021,N/A
3362,ARCBEST CORP,ARCB,N/A,113052.0,7956000.0,0.00194858,0.0011,16022.0,16.512419,ADDITION,0.4451682,TRANSPORTS,13F,03/31/2021,35.7471
3363,FRONTIER ACQUISITION CORP,FRONU,N/A,800028.0,7944000.0,0.00194564,N/A,800028.0,N/A,NEW,NO DATA, ,13F,03/31/2021,9.93
3364,JUNIPER NETWORKS INC,JNPR,CALL,313600.0,7943000.0,0.00194539,0.0013,89700.0,40.062528,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3365,IDEX CORP.,IEX,N/A,37918.0,7937000.0,0.00194392,0.0003,31265.0,469.938374,ADDITION,0.0499445,INDUSTRIALS,13F,03/31/2021,201.0349
3366,FASTENAL CO.,FAST,CALL,157800.0,7934000.0,0.00194319,0.0024,-30300.0,-16.108453,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
3367,HIGHLAND TRANSCEND PARTNERS I CORP.,HTPA,N/A,810354.0,7925000.0,0.00194099,N/A,810354.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,9.78
3368,LENDINGCLUB CORP,LC,CALL,479600.0,7923000.0,0.0019405,0.0003,356500.0,289.60195,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
3369,ENTEGRIS INC.,ENTG,N/A,70855.0,7922000.0,0.00194025,0.0005,49677.0,234.568892,ADDITION,0.0523891,INFORMATION TECHNOLOGY,13F,03/31/2021,93.8216
3370,FIRST TRUST DJ INTERNET INDEX FUND,FDN,PUT,36300.0,7916000.0,0.00193878,0.0029,-15600.0,-30.057803,REDUCTION,NO DATA,COMMUNICATIONS,13F,03/31/2021,N/A
3371,PIMCO 1-5 YEAR US TIPS INDEX FUND,STPZ,N/A,144098.0,7902000.0,0.00193535,0.0016,33815.0,30.662024,ADDITION,NO DATA,FINANCE,13F,03/31/2021,53.5619
3372,ISHARES PREFERRED AND INCOME SECURITIES,PFF,PUT,205500.0,7891000.0,0.00193266,0.0002,182900.0,809.292035,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
3373,HYATT HOTELS CORP,H,CALL,95400.0,7890000.0,0.00193241,0.0018,1800.0,1.923077,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3374,ISHARES U.S. AEROSPACE & DEFENSE ETF,ITA,CALL,75700.0,7881000.0,0.00193021,0.0017,7100.0,10.349854,ADDITION,NO DATA,INDUSTRIALS,13F,03/31/2021,N/A
3375,WINNEBAGO INDUSTRIES INC.,WGO,CALL,102700.0,7878000.0,0.00192947,0.0011,29000.0,39.348711,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3376,EIGER BIOPHARMACEUTICALS INC,EIGR,N/A,889949.0,7876000.0,0.00192898,0.003,-59353.0,-6.252278,REDUCTION,2.6251110,HEALTH CARE,13F,03/31/2021,8.97
3377,CHURCHILL CAPITAL CORP. V,CCV,N/A,796895.0,7874000.0,0.0019285,N/A,796895.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,9.88
3378,KEROS THERAPEUTICS  INC.,KROS,N/A,127925.0,7873000.0,0.00192825,0.0049,-141318.0,-52.487158,REDUCTION,0.5497252,HEALTH CARE,13F,03/31/2021,70.54
3379,ARCTURUS THERAPEUTICS LTD,ARCT,N/A,190621.0,7872000.0,0.00192801,0.0004,152371.0,398.355556,ADDITION,0.7253387,HEALTH CARE,13F,03/31/2021,42.2411
3380,AVALARA INC,AVLR,CALL,59000.0,7872000.0,0.00192801,0.0042,-39000.0,-39.795918,REDUCTION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3381,SSR MINING,SSRM,PUT,550800.0,7865000.0,0.00192629,0.0013,302400.0,121.73913,ADDITION,N/A,MATERIALS,13F,03/31/2021,N/A
3382,MCCORMICK & CO. NON-VOTING SHARES,MKC,CALL,88200.0,7864000.0,0.00192605,0.0018,13900.0,18.707941,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
3383,BLOOM ENERGY CORP,BE,CALL,290600.0,7861000.0,0.00192531,0.0024,-29900.0,-9.329173,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
3384,FISKER INC,FSR,PUT,456300.0,7857000.0,0.00192433,0.0011,180200.0,65.266208,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
3385,LHC GROUP INC.,LHCG,N/A,41085.0,7856000.0,0.00192409,0.0023,-1011.0,-2.401653,REDUCTION,0.1300391,HEALTH CARE,13F,03/31/2021,213.3
3386,VANGUARD HIGH DIVIDEND YIELD ETF,VYM,PUT,77700.0,7855000.0,0.00192384,0.0005,56400.0,264.788732,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
3387,POWERED BRANDS,POW,N/A,809606.0,7853000.0,0.00192335,N/A,809606.0,N/A,NEW,NO DATA, ,13F,03/31/2021,9.725
3388,EPIPHANY TECHNOLOGY ACQUISITION CORP,EPHY,N/A,804121.0,7840000.0,0.00192017,N/A,804121.0,N/A,NEW,NO DATA, ,13F,03/31/2021,9.79
3389,SEMPRA ENERGY  INC.,SRE,CALL,59100.0,7835000.0,0.00191894,0.0042,-66400.0,-52.908367,REDUCTION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
3390,SUMMIT MATERIALS INC,SUM,CALL,279500.0,7832000.0,0.00191821,0.001,84500.0,43.333333,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
3391,ATLAS AIR WORLDWIDE HOLDINGS INC,AAWW,PUT,129500.0,7827000.0,0.00191698,0.0018,5400.0,4.35133,ADDITION,N/A,TRANSPORTS,13F,03/31/2021,N/A
3392,TYSON FOODS  INC.,TSN,N/A,105335.0,7826000.0,0.00191674,0.0011,36894.0,53.906284,ADDITION,0.0357404,CONSUMER STAPLES,13F,03/31/2021,64.8722
3393,SMITH & WESSON BRANDS INC. (AMERICAN OUTDOOR BRANDS),SWBI,PUT,448400.0,7825000.0,0.00191649,0.0018,63500.0,16.497792,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3394,FLEXSHARES MORNINGSTAR DEVELOPED MARKETS EX-US FACTOR TILT INDEX FUND,TLTD,N/A,111802.0,7825000.0,0.00191649,0.0014,29339.0,35.578381,ADDITION,NO DATA,FINANCE,13F,03/31/2021,62.688
3395,STRIDE INC,3KA:FWB2,N/A,259766.0,7822000.0,0.00191576,N/A,259766.0,N/A,NEW,N/A, ,13F,03/31/2021,N/A
3396,BOYD GAMING CORP.,BYD,CALL,132600.0,7818000.0,0.00191478,0.0018,-24400.0,-15.541401,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3397,VOYA FINANCIAL INC,VOYA,N/A,122842.0,7817000.0,0.00191453,0.0243,-1469410.0,-92.285015,REDUCTION,0.0992276,FINANCE,13F,03/31/2021,47.6
3398,J2 GLOBAL INC,JCOM,CALL,65200.0,7815000.0,0.00191404,0.0011,23500.0,56.354916,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3399,FIRSTENERGY CORP.,FE,PUT,225200.0,7812000.0,0.00191331,0.0025,-89400.0,-28.417038,REDUCTION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
3400,RENEWABLE ENERGY GROUP INC,REGI,PUT,118200.0,7806000.0,0.00191184,0.0008,72900.0,160.927152,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3401,CRUCIBLE ACQUISITION CORP.,CRU,N/A,775686.0,7804000.0,0.00191135,N/A,775686.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,10.06
3402,ADURO BIOTECH INC,KDNY,N/A,504756.0,7798000.0,0.00190988,0.0021,-42.0,-0.00832,REDUCTION,1.1972836,HEALTH CARE,13F,03/31/2021,15.75
3403,NEW ORIENTAL EDUCATION & TECH GROUP INC ADR,EDU,CALL,556400.0,7790000.0,0.00190792,0.0041,-286600.0,-33.997628,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3404,PROGRESSIVE CORP.,PGR,N/A,81423.0,7785000.0,0.0019067,0.0065,-172086.0,-67.881614,REDUCTION,0.0139007,FINANCE,13F,03/31/2021,98.03
3405,PROSHARES ULTRAPRO SHORT QQQ ETF,SQQQ,PUT,593320.0,7784000.0,0.00190645,0.003,-157560.0,-20.98338,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,N/A
3406,JIYA ACQUISITION CORP.,JYAC,N/A,789865.0,7773000.0,0.00190376,0.0021,19565.0,2.53992,ADDITION,7.8986500,FINANCE,13F,03/31/2021,10.2886
3407,LEVI STRAUSS & CO,LEVI,CALL,325000.0,7771000.0,0.00190327,0.0015,40300.0,14.155251,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3408,GODADDY INC,GDDY,PUT,100100.0,7770000.0,0.00190302,0.0018,14900.0,17.488263,ADDITION,N/A,COMMUNICATIONS,13F,03/31/2021,N/A
3409,BIO-RAD LABORATORIES INC CLASS A,BIO,CALL,13600.0,7768000.0,0.00190253,N/A,13600.0,N/A,NEW,N/A,HEALTH CARE,13F,03/31/2021,N/A
3410,JACOBS ENGINEERING GROUP INC,J,CALL,60000.0,7756000.0,0.00189959,0.0003,50900.0,559.340659,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
3411,UNDER ARMOUR INC CL C,UA,CALL,419700.0,7748000.0,0.00189764,0.0017,-8200.0,-1.916336,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3412,BCLS ACQUISITION CORP.,BLSA,N/A,732377.0,7741000.0,0.00189592,0.0021,-1118.0,-0.152421,REDUCTION,20.3791861,FINANCE,13F,03/31/2021,11.14
3413,ASSURED GUARANTY LTD.,AGO,PUT,183000.0,7737000.0,0.00189494,0.0011,53500.0,41.312741,ADDITION,N/A,FINANCE,13F,03/31/2021,N/A
3414,TEMPUR SEALY INTERNATIONAL INC,TPX,CALL,211600.0,7736000.0,0.0018947,0.0025,-142600.0,-40.25974,REDUCTION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3415,STANDARD MOTOR PRODUCTS INC. CLASS A,SMP,N/A,185651.0,7719000.0,0.00189053,0.0005,137671.0,286.934139,ADDITION,0.8303769,CONSUMER DISCRETIONARY,13F,03/31/2021,43.234
3416,OWL ROCK CAPITAL CORP,ORCC,N/A,560555.0,7719000.0,0.00189053,0.003,-365516.0,-39.469544,REDUCTION,0.1432173,FINANCE,13F,03/31/2021,12.29
3417,TATTOOED CHEF ORD SHS CLASS A,TTCF,N/A,397127.0,7716000.0,0.0018898,0.0035,-191110.0,-32.488606,REDUCTION,N/A, ,13F,03/31/2021,N/A
3418,PPL CORP. (PENNSYLVANIA POWER & LIGHT),PPL,PUT,267200.0,7706000.0,0.00188735,0.0016,42200.0,18.755556,ADDITION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
3419,SCHWAB INTERNATIONAL EQUITY ETF,SCHF,N/A,204706.0,7701000.0,0.00188612,0.0001,188946.0,1198.895939,ADDITION,NO DATA,FINANCE,13F,03/31/2021,37.496
3420,VEONEER INC,VNE,N/A,314405.0,7697000.0,0.00188514,0.0014,65637.0,26.384824,ADDITION,0.2816299,CONSUMER DISCRETIONARY,13F,03/31/2021,17.4618
3421,CHARTER COMMUNICATIONS INC,CHTR,N/A,12461.0,7689000.0,0.00188319,0.0952,-541229.0,-97.749463,REDUCTION,0.0057885,COMMUNICATIONS,13F,03/31/2021,659.57
3422,BROOKFIELD INFRASTRUCTURE PARTNERS L.P. SUBORDINATE SHARES,BIPC,N/A,100647.0,7687000.0,0.0018827,0.0014,24334.0,31.887097,ADDITION,0.2238858,TRANSPORTS,13F,03/31/2021,57.3234
3423,WEC ENERGY GROUP (WISCONSIN ELECTRIC POWER),WEC,N/A,82076.0,7681000.0,0.00188123,0.0002,72067.0,720.02198,ADDITION,0.0260200,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,92.8973
3424,MP MATERIALS CORP,MP,PUT,213500.0,7675000.0,0.00187976,0.0014,49100.0,29.86618,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
3425,UNIVERSAL HEALTH SERVICES CLASS B,UHS,PUT,57500.0,7670000.0,0.00187853,0.0014,18600.0,47.81491,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3426,STAAR SURGICAL CO.,STAA,CALL,72700.0,7663000.0,0.00187682,0.0016,-6000.0,-7.623888,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3427,MANTECH INTERNATIONAL CORP,MANT,N/A,88059.0,7657000.0,0.00187535,0.0002,77581.0,740.418019,ADDITION,0.3222607,INFORMATION TECHNOLOGY,13F,03/31/2021,84.8522
3428,SCHWAB SHORT-TERM U.S. TREASURY ETF,SCHO,N/A,149187.0,7655000.0,0.00187486,0.0016,28474.0,23.58818,ADDITION,NO DATA,FINANCE,13F,03/31/2021,51.1724
3429,OAK STREET HEALTH  INC.,OSH,CALL,141000.0,7652000.0,0.00187412,0.0006,102100.0,262.467866,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3430,MAGNA INTERNATIONAL INC. CLASS A,MGA,PUT,86900.0,7651000.0,0.00187388,0.0005,61900.0,247.6,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3431,BOOZ ALLEN HAMILTON HOLDING CORP,BAH,CALL,95000.0,7650000.0,0.00187363,0.0004,78100.0,462.130178,ADDITION,N/A,INFORMATION TECHNOLOGY,13F,03/31/2021,N/A
3432,CONAGRA BRANDS INC,CAG,PUT,203400.0,7648000.0,0.00187314,0.0014,52300.0,34.612839,ADDITION,N/A,CONSUMER STAPLES,13F,03/31/2021,N/A
3433,FIRST TRUST DEVELOPED MARKETS EX-US ALPHADEX FUND,FDT,N/A,127208.0,7648000.0,0.00187314,0.0007,78003.0,158.526573,ADDITION,NO DATA,FINANCE,13F,03/31/2021,56.3077
3434,ISHARES MSCI WORLD INDEX FUND,URTH,N/A,64533.0,7647000.0,0.0018729,0.0038,-64745.0,-50.081994,REDUCTION,NO DATA,FINANCE,13F,03/31/2021,98.38
3435,ISHARES MSCI INDIA INDEX FUND,INDA,CALL,181300.0,7647000.0,0.0018729,0.0012,63700.0,54.166667,ADDITION,NO DATA,FINANCE,13F,03/31/2021,N/A
3436,IBERE PHARMACEUTICALS,IBER.UN,N/A,775000.0,7642000.0,0.00187167,N/A,775000.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,9.86
3437,ATLAS AIR WORLDWIDE HOLDINGS INC,AAWW,CALL,126400.0,7640000.0,0.00187118,0.0029,-79400.0,-38.581147,REDUCTION,N/A,TRANSPORTS,13F,03/31/2021,N/A
3438,IONIS PHRMACUTLS,IONS,N/A,169849.0,7636000.0,0.0018702,0.0092,-455141.0,-72.823725,REDUCTION,0.1214742,HEALTH CARE,13F,03/31/2021,49.66
3439,CERNER CORP.,CERN,PUT,106100.0,7626000.0,0.00186776,0.0014,37300.0,54.215116,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3440,BROADSCALE ACQUISITION CORP,SCLEU,N/A,769303.0,7624000.0,0.00186727,N/A,769303.0,N/A,NEW,NO DATA, ,13F,03/31/2021,9.91
3441,PATRICK INDUSTRIES  INC.,PATK,PRN,6500000.0,7622000.0,0.00186678,N/A,6500000.0,N/A,NEW,N/A,INDUSTRIALS,13F,03/31/2021,N/A
3442,BJS WHOLESALE CLUB HOLDINGS INC,BJ,N/A,169753.0,7615000.0,0.00186506,0.0025,-85992.0,-33.624118,REDUCTION,0.1236542,CONSUMER DISCRETIONARY,13F,03/31/2021,26.08
3443,SELECT MEDICAL HOLDINGS CORP,SEM,N/A,223010.0,7605000.0,0.00186261,0.0001,212143.0,1952.176314,ADDITION,0.1653902,HEALTH CARE,13F,03/31/2021,33.352
3444,IVANHOE CAPITAL ACQUISITION CORP.,IVAN,N/A,767244.0,7603000.0,0.00186212,N/A,767244.0,N/A,NEW,NO DATA,FINANCE,13F,03/31/2021,9.91
3445,PEGASYSTEMS INC.,PEGA,N/A,66477.0,7601000.0,0.00186163,0.0021,6012.0,9.942942,ADDITION,0.0821712,INFORMATION TECHNOLOGY,13F,03/31/2021,112.3117
3446,SKYWEST INC,SKYW,N/A,139274.0,7588000.0,0.00185845,0.0011,32007.0,29.838627,ADDITION,0.2768617,TRANSPORTS,13F,03/31/2021,44.1672
3447,KEYSIGHT TECHNOLOGIES INC,KEYS,PUT,52900.0,7586000.0,0.00185796,0.002,-4000.0,-7.029877,REDUCTION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3448,SAGE THERAPEUTICS INC,SAGE,CALL,101300.0,7582000.0,0.00185698,0.0021,8000.0,8.574491,ADDITION,N/A,HEALTH CARE,13F,03/31/2021,N/A
3449,RMG ACQUISITION CORP III,RMGCU,N/A,761938.0,7582000.0,0.00185698,N/A,761938.0,N/A,NEW,1.8141381, ,13F,03/31/2021,9.95
3450,BANCORPSOUTH BANK,BXS,N/A,233344.0,7579000.0,0.00185624,0.0003,198093.0,561.950016,ADDITION,0.2275195,FINANCE,13F,03/31/2021,30.501
3451,AMYRIS INC.,AMRS,PUT,396800.0,7579000.0,0.00185624,0.0004,175400.0,79.223126,ADDITION,N/A,MATERIALS,13F,03/31/2021,N/A
3452,TATA MOTORS LTD ADR,TTM,PUT,364400.0,7576000.0,0.00185551,0.0013,-17700.0,-4.632295,REDUCTION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
3453,ENCORE CAPITAL GROUP INC,ECPG,N/A,188269.0,7574000.0,0.00185502,0.0017,23589.0,14.324144,ADDITION,0.6005391,FINANCE,13F,03/31/2021,37.3347
3454,ALLIANT ENERGY CORP,LNT,CALL,139800.0,7572000.0,0.00185453,0.0012,46600.0,50.0,ADDITION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
3455,WESTROCK CO,WRK,CALL,145400.0,7568000.0,0.00185355,0.0029,-115000.0,-44.162826,REDUCTION,N/A,MATERIALS,13F,03/31/2021,N/A
3456,OSHKOSH CORPORATION,OSK,CALL,63700.0,7559000.0,0.00185135,0.0007,32600.0,104.823151,ADDITION,N/A,INDUSTRIALS,13F,03/31/2021,N/A
3457,CSG SYSTEMS INTERNATIONAL INC.,CSGS,N/A,168307.0,7556000.0,0.00185061,0.001,81967.0,94.93514,ADDITION,0.5156061,COMMUNICATIONS,13F,03/31/2021,42.8483
3458,UFP INDUSTRIES INC,UFPI,N/A,99468.0,7544000.0,0.00184767,0.001,31244.0,45.796201,ADDITION,0.1610739,INDUSTRIALS,13F,03/31/2021,61.9233
3459,LI AUTO INC. ADS,LI,N/A,301669.0,7542000.0,0.00184718,0.012,-1294116.0,-81.095887,REDUCTION,0.0415100,CONSUMER DISCRETIONARY,13F,03/31/2021,26.68
3460,VROOM  INC.,VRM,PUT,193000.0,7525000.0,0.00184302,0.0012,76400.0,65.523156,ADDITION,N/A,CONSUMER DISCRETIONARY,13F,03/31/2021,N/A
3461,SBA COMMUNICATIONS CORP.,SBAC,CALL,27100.0,7522000.0,0.00184228,0.0014,8400.0,44.919786,ADDITION,N/A,UTILITIES AND TELECOMMUNICATIONS,13F,03/31/2021,N/A
